date,day,meal_type,menu_items,total_strength,actual_attendance
2024-04-02,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8042
2024-04-02,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9643
2024-04-02,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8846
2024-04-02,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11612
2024-04-03,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9817
2024-04-03,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2024-04-03,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7155
2024-04-03,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12723
2024-04-04,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6126
2024-04-04,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-04-04,Thursday,Snack,"Veg Maggi, Frooti",14172,8368
2024-04-04,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11553
2024-04-05,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8765
2024-04-05,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13410
2024-04-05,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7327
2024-04-05,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7758
2024-04-06,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10495
2024-04-06,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6677
2024-04-06,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5344
2024-04-06,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11603
2024-04-07,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11320
2024-04-07,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12555
2024-04-07,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7061
2024-04-07,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2024-04-08,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,11199
2024-04-08,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12619
2024-04-08,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7989
2024-04-08,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9539
2024-04-09,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9355
2024-04-09,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9319
2024-04-09,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8228
2024-04-09,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10305
2024-04-10,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9428
2024-04-10,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2024-04-10,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7295
2024-04-10,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13730
2024-04-11,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7419
2024-04-11,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-04-11,Thursday,Snack,"Veg Maggi, Frooti",14172,8140
2024-04-11,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,10811
2024-04-12,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9071
2024-04-12,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13808
2024-04-12,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,8030
2024-04-12,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8813
2024-04-13,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9811
2024-04-13,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6825
2024-04-13,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5474
2024-04-13,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12400
2024-04-14,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10878
2024-04-14,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,11707
2024-04-14,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7087
2024-04-14,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2024-04-15,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9611
2024-04-15,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11564
2024-04-15,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7400
2024-04-15,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8787
2024-04-16,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9575
2024-04-16,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9868
2024-04-16,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7570
2024-04-16,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10602
2024-04-17,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10456
2024-04-17,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13670
2024-04-17,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6348
2024-04-17,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13436
2024-04-18,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6281
2024-04-18,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-04-18,Thursday,Snack,"Veg Maggi, Frooti",14172,7632
2024-04-18,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12987
2024-04-19,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8686
2024-04-19,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2024-04-19,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7091
2024-04-19,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8729
2024-04-20,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9523
2024-04-20,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6600
2024-04-20,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6107
2024-04-20,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12160
2024-04-21,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10663
2024-04-21,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12855
2024-04-21,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6696
2024-04-21,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13163
2024-04-22,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10319
2024-04-22,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12720
2024-04-22,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7808
2024-04-22,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9595
2024-04-23,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8577
2024-04-23,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9913
2024-04-23,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8271
2024-04-23,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11350
2024-04-24,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10161
2024-04-24,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2024-04-24,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7137
2024-04-24,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12270
2024-04-25,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6737
2024-04-25,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12752
2024-04-25,Thursday,Snack,"Veg Maggi, Frooti",14172,7223
2024-04-25,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11637
2024-04-26,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,10212
2024-04-26,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2024-04-26,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6680
2024-04-26,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9229
2024-04-27,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10426
2024-04-27,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6555
2024-04-27,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5999
2024-04-27,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,12402
2024-04-28,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,9650
2024-04-28,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13759
2024-04-28,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7197
2024-04-28,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,12613
2024-04-29,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,11182
2024-04-29,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,12476
2024-04-29,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8112
2024-04-29,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8488
2024-04-30,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8777
2024-04-30,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,8967
2024-04-30,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,7467
2024-04-30,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10190
2024-05-01,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9748
2024-05-01,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13792
2024-05-01,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7517
2024-05-01,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13888
2024-05-02,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6772
2024-05-02,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13235
2024-05-02,Thursday,Snack,"Veg Maggi, Frooti",14172,7190
2024-05-02,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11367
2024-05-03,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,10282
2024-05-03,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13888
2024-05-03,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7108
2024-05-03,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8527
2024-05-04,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9722
2024-05-04,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7381
2024-05-04,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5850
2024-05-04,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10619
2024-05-05,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10578
2024-05-05,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,11868
2024-05-05,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7148
2024-05-05,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13436
2024-05-06,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9952
2024-05-06,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11404
2024-05-06,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,8437
2024-05-06,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9660
2024-05-07,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9172
2024-05-07,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10370
2024-05-07,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8655
2024-05-07,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,9963
2024-05-08,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9829
2024-05-08,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2024-05-08,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6704
2024-05-08,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13888
2024-05-09,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6878
2024-05-09,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-05-09,Thursday,Snack,"Veg Maggi, Frooti",14172,7197
2024-05-09,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12571
2024-05-10,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8793
2024-05-10,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,11987
2024-05-10,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7371
2024-05-10,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8205
2024-05-11,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,9896
2024-05-11,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7124
2024-05-11,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5429
2024-05-11,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11689
2024-05-12,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10022
2024-05-12,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12001
2024-05-12,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7016
2024-05-12,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2024-05-13,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,10886
2024-05-13,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10574
2024-05-13,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7898
2024-05-13,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9393
2024-05-14,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9559
2024-05-14,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10376
2024-05-14,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8838
2024-05-14,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,11135
2024-05-15,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,10969
2024-05-15,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2024-05-15,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6421
2024-05-15,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12163
2024-05-16,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6955
2024-05-16,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-05-16,Thursday,Snack,"Veg Maggi, Frooti",14172,8693
2024-05-16,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,12864
2024-05-17,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,8972
2024-05-17,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12597
2024-05-17,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7160
2024-05-17,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,7633
2024-05-18,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10145
2024-05-18,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6528
2024-05-18,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5994
2024-05-18,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10588
2024-05-19,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,11613
2024-05-19,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13346
2024-05-19,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7590
2024-05-19,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2024-05-20,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9667
2024-05-20,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11666
2024-05-20,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7738
2024-05-20,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9688
2024-05-21,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8553
2024-05-21,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9054
2024-05-21,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8163
2024-05-21,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10373
2024-05-22,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9310
2024-05-22,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13888
2024-05-22,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6350
2024-05-22,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,12466
2024-05-23,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7452
2024-05-23,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-05-23,Thursday,Snack,"Veg Maggi, Frooti",14172,7514
2024-05-23,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,11150
2024-05-24,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9328
2024-05-24,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12342
2024-05-24,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7792
2024-05-24,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,8915
2024-05-25,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10121
2024-05-25,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,6830
2024-05-25,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,5740
2024-05-25,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,11333
2024-05-26,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10249
2024-05-26,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,13041
2024-05-26,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,7733
2024-05-26,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2024-05-27,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9734
2024-05-27,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,10695
2024-05-27,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7955
2024-05-27,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,8863
2024-05-28,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,8667
2024-05-28,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,10247
2024-05-28,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8874
2024-05-28,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10384
2024-05-29,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9372
2024-05-29,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,12994
2024-05-29,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,6569
2024-05-29,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,13140
2024-05-30,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,6591
2024-05-30,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,13888
2024-05-30,Thursday,Snack,"Veg Maggi, Frooti",14172,8243
2024-05-30,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,10892
2024-05-31,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9270
2024-05-31,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,13126
2024-05-31,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,6991
2024-05-31,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9192
2024-06-01,Saturday,Breakfast,"Masala Dosa, Sambar, Red Chutney, Upma",14172,10082
2024-06-01,Saturday,Lunch,"Dal Khichdi, Aloo Chokha, Curd, Papad",14172,7379
2024-06-01,Saturday,Snack,"Bhel Puri, Sev, Nimbu Pani",14172,6094
2024-06-01,Saturday,Dinner,"Mutter Paneer, Dal Fry, Jeera Rice, Rasgulla",14172,10593
2024-06-02,Sunday,Breakfast,"Chole Kulche, Boondi Raita, Sweet Lassi",14172,10260
2024-06-02,Sunday,Lunch,"Veg Pulao, Paneer Butter Masala, Pineapple Raita",14172,12470
2024-06-02,Sunday,Snack,"Veg Grilled Sandwich, Potato Chips, Cold Drink",14172,6759
2024-06-02,Sunday,Dinner,"SPECIAL THALI: Paneer, Dal Makhani, Naan, Rice, Sweet",14172,13888
2024-06-03,Monday,Breakfast,"Aloo Paratha, Curd, Pickle, Sweet Corn, Tea",14172,9451
2024-06-03,Monday,Lunch,"Rajma Masala, Jeera Rice, Aloo Gobhi, Roti, Boondi Raita",14172,11997
2024-06-03,Monday,Snack,"Samosa, Imli Chutney, Tea, Biscuits",14172,7951
2024-06-03,Monday,Dinner,"Mix Veg, Dal Tadka, Rice, Roti, Gulab Jamun",14172,9150
2024-06-04,Tuesday,Breakfast,"Idli, Sambar, Coconut Chutney, Vada, Fruits",14172,9477
2024-06-04,Tuesday,Lunch,"Kadi Pakoda, Steamed Rice, Bhindi Masala, Roti",14172,9475
2024-06-04,Tuesday,Snack,"Red Sauce Pasta, Cold Coffee",14172,8515
2024-06-04,Tuesday,Dinner,"Egg Curry, Aloo Matar, Rice, Sewaiyan",14172,10480
2024-06-05,Wednesday,Breakfast,"Puri Bhaji, Sooji Halwa, Chana Masala",14172,9585
2024-06-05,Wednesday,Lunch,"Chole Bhature, Sweet Lassi, Onion Salad",14172,13137
2024-06-05,Wednesday,Snack,"Bread Pakoda, Ketchup, Tea",14172,7003
2024-06-05,Wednesday,Dinner,"Veg Biryani, Mirchi Ka Salan, Mix Raita, Moong Dal Halwa",14172,11620
2024-06-06,Thursday,Breakfast,"Veg Upma, Coconut Chutney, Boiled Egg, Toast",14172,7452
2024-06-06,Thursday,Lunch,"Dal Makhani, Butter Naan, Paneer Tikka, Jeera Rice",14172,12771
2024-06-06,Thursday,Snack,"Veg Maggi, Frooti",14172,7646
2024-06-06,Thursday,Dinner,"Malai Kofta, Yellow Dal, Rice, Paratha, Ice Cream",14172,10739
2024-06-07,Friday,Breakfast,"Indori Poha, Green Chutney, Egg Bhurji, Mix Fruits",14172,9294
2024-06-07,Friday,Lunch,"Paneer Lababdar, Jeera Rice, Sambar, Roti, Curd",14172,12598
2024-06-07,Friday,Snack,"Aloo papdi chaat, Sweet & Green Chutney, Tea",14172,7660
2024-06-07,Friday,Dinner,"Aloo Capsicum, Baingan Bharta, Hariyali Dal, Rice, Fruit Custard",14172,9100
