date,day,meal_type,total_strength,actual_attendance
2023-02-02,Thursday,lunch,14172,10532
2023-02-02,Thursday,snacks,14172,6441
2023-02-02,Thursday,dinner,14172,11055
2023-02-03,Friday,breakfast,14172,6534
2023-02-03,Friday,lunch,14172,10199
2023-02-03,Friday,snacks,14172,6293
2023-02-03,Friday,dinner,14172,9270
2023-02-04,Saturday,breakfast,14172,3860
2023-02-04,Saturday,lunch,14172,6266
2023-02-04,Saturday,snacks,14172,4400
2023-02-04,Saturday,dinner,14172,6162
2023-02-05,Sunday,breakfast,14172,4719
2023-02-05,Sunday,lunch,14172,6530
2023-02-05,Sunday,snacks,14172,2622
2023-02-05,Sunday,dinner,14172,7595
2023-02-06,Monday,breakfast,14172,6933
2023-02-06,Monday,lunch,14172,10096
2023-02-06,Monday,snacks,14172,5636
2023-02-06,Monday,dinner,14172,10467
2023-02-07,Tuesday,breakfast,14172,8194
2023-02-07,Tuesday,lunch,14172,11953
2023-02-07,Tuesday,snacks,14172,5843
2023-02-07,Tuesday,dinner,14172,9572
2023-02-08,Wednesday,breakfast,14172,8514
2023-02-08,Wednesday,lunch,14172,11619
2023-02-08,Wednesday,snacks,14172,6193
2023-02-08,Wednesday,dinner,14172,9981
2023-02-09,Thursday,breakfast,14172,7885
2023-02-09,Thursday,lunch,14172,10521
2023-02-09,Thursday,snacks,14172,5312
2023-02-09,Thursday,dinner,14172,10880
2023-02-10,Friday,breakfast,14172,8527
2023-02-10,Friday,lunch,14172,10935
2023-02-10,Friday,snacks,14172,5449
2023-02-10,Friday,dinner,14172,9404
2023-02-11,Saturday,breakfast,14172,4998
2023-02-11,Saturday,lunch,14172,6831
2023-02-11,Saturday,snacks,14172,3023
2023-02-11,Saturday,dinner,14172,5361
2023-02-12,Sunday,breakfast,14172,5850
2023-02-12,Sunday,lunch,14172,5931
2023-02-12,Sunday,snacks,14172,2535
2023-02-12,Sunday,dinner,14172,5677
2023-02-13,Monday,breakfast,14172,9015
2023-02-13,Monday,lunch,14172,10104
2023-02-13,Monday,snacks,14172,6260
2023-02-13,Monday,dinner,14172,8800
2023-02-14,Tuesday,breakfast,14172,8174
2023-02-14,Tuesday,lunch,14172,11564
2023-02-14,Tuesday,snacks,14172,6595
2023-02-14,Tuesday,dinner,14172,8841
2023-02-15,Wednesday,breakfast,14172,7862
2023-02-15,Wednesday,lunch,14172,10141
2023-02-15,Wednesday,snacks,14172,6834
2023-02-15,Wednesday,dinner,14172,10841
2023-02-16,Thursday,breakfast,14172,6965
2023-02-16,Thursday,lunch,14172,10613
2023-02-16,Thursday,snacks,14172,5458
2023-02-16,Thursday,dinner,14172,9672
2023-02-17,Friday,breakfast,14172,6567
2023-02-17,Friday,lunch,14172,10099
2023-02-17,Friday,snacks,14172,5834
2023-02-17,Friday,dinner,14172,10315
2023-02-18,Saturday,breakfast,14172,4809
2023-02-18,Saturday,lunch,14172,7683
2023-02-18,Saturday,snacks,14172,3441
2023-02-18,Saturday,dinner,14172,7839
2023-02-19,Sunday,breakfast,14172,4581
2023-02-19,Sunday,lunch,14172,6205
2023-02-19,Sunday,snacks,14172,4027
2023-02-19,Sunday,dinner,14172,6959
2023-02-20,Monday,breakfast,14172,6878
2023-02-20,Monday,lunch,14172,10220
2023-02-20,Monday,snacks,14172,4513
2023-02-20,Monday,dinner,14172,10134
2023-02-21,Tuesday,breakfast,14172,8194
2023-02-21,Tuesday,lunch,14172,11724
2023-02-21,Tuesday,snacks,14172,6792
2023-02-21,Tuesday,dinner,14172,11305
2023-02-22,Wednesday,breakfast,14172,7987
2023-02-22,Wednesday,lunch,14172,11554
2023-02-22,Wednesday,snacks,14172,5472
2023-02-22,Wednesday,dinner,14172,11126
2023-02-23,Thursday,breakfast,14172,7940
2023-02-23,Thursday,lunch,14172,10612
2023-02-23,Thursday,snacks,14172,6663
2023-02-23,Thursday,dinner,14172,8668
2023-02-24,Friday,breakfast,14172,7041
2023-02-24,Friday,lunch,14172,9376
2023-02-24,Friday,snacks,14172,6448
2023-02-24,Friday,dinner,14172,10855
2023-02-25,Saturday,breakfast,14172,5489
2023-02-25,Saturday,lunch,14172,7153
2023-02-25,Saturday,snacks,14172,4336
2023-02-25,Saturday,dinner,14172,7386
2023-02-26,Sunday,breakfast,14172,5360
2023-02-26,Sunday,lunch,14172,5709
2023-02-26,Sunday,snacks,14172,2387
2023-02-26,Sunday,dinner,14172,6801
2023-02-27,Monday,breakfast,14172,7086
2023-02-27,Monday,lunch,14172,10672
2023-02-27,Monday,snacks,14172,6837
2023-02-27,Monday,dinner,14172,9314
2023-02-28,Tuesday,breakfast,14172,7899
2023-02-28,Tuesday,lunch,14172,9590
2023-02-28,Tuesday,snacks,14172,5577
2023-02-28,Tuesday,dinner,14172,9755
2023-03-01,Wednesday,breakfast,14172,6685
2023-03-01,Wednesday,lunch,14172,9790
2023-03-01,Wednesday,snacks,14172,4525
2023-03-01,Wednesday,dinner,14172,10951
2023-03-02,Thursday,breakfast,14172,7824
2023-03-02,Thursday,lunch,14172,10446
2023-03-02,Thursday,snacks,14172,6594
2023-03-02,Thursday,dinner,14172,9402
2023-03-03,Friday,breakfast,14172,6962
2023-03-03,Friday,lunch,14172,11869
2023-03-03,Friday,snacks,14172,5742
2023-03-03,Friday,dinner,14172,9135
2023-03-04,Saturday,breakfast,14172,5262
2023-03-04,Saturday,lunch,14172,7596
2023-03-04,Saturday,snacks,14172,4267
2023-03-04,Saturday,dinner,14172,5984
2023-03-05,Sunday,breakfast,14172,4727
2023-03-05,Sunday,lunch,14172,6076
2023-03-05,Sunday,snacks,14172,4828
2023-03-05,Sunday,dinner,14172,5134
2023-03-06,Monday,breakfast,14172,8869
2023-03-06,Monday,lunch,14172,10095
2023-03-06,Monday,snacks,14172,6134
2023-03-06,Monday,dinner,14172,10657
2023-03-07,Tuesday,breakfast,14172,8596
2023-03-07,Tuesday,lunch,14172,9289
2023-03-07,Tuesday,snacks,14172,7013
2023-03-07,Tuesday,dinner,14172,9975
2023-03-08,Wednesday,breakfast,14172,8316
2023-03-08,Wednesday,lunch,14172,9636
2023-03-08,Wednesday,snacks,14172,5159
2023-03-08,Wednesday,dinner,14172,10814
2023-03-09,Thursday,breakfast,14172,6539
2023-03-09,Thursday,lunch,14172,11772
2023-03-09,Thursday,snacks,14172,5546
2023-03-09,Thursday,dinner,14172,9971
2023-03-10,Friday,breakfast,14172,8703
2023-03-10,Friday,lunch,14172,9801
2023-03-10,Friday,snacks,14172,7010
2023-03-10,Friday,dinner,14172,9873
2023-03-11,Saturday,breakfast,14172,5694
2023-03-11,Saturday,lunch,14172,7026
2023-03-11,Saturday,snacks,14172,3638
2023-03-11,Saturday,dinner,14172,6348
2023-03-12,Sunday,breakfast,14172,4067
2023-03-12,Sunday,lunch,14172,7133
2023-03-12,Sunday,snacks,14172,4050
2023-03-12,Sunday,dinner,14172,5162
2023-03-13,Monday,breakfast,14172,6868
2023-03-13,Monday,lunch,14172,11076
2023-03-13,Monday,snacks,14172,4266
2023-03-13,Monday,dinner,14172,10585
2023-03-14,Tuesday,breakfast,14172,7020
2023-03-14,Tuesday,lunch,14172,11056
2023-03-14,Tuesday,snacks,14172,5149
2023-03-14,Tuesday,dinner,14172,8748
2023-03-15,Wednesday,breakfast,14172,7415
2023-03-15,Wednesday,lunch,14172,12041
2023-03-15,Wednesday,snacks,14172,5825
2023-03-15,Wednesday,dinner,14172,10686
2023-03-16,Thursday,breakfast,14172,7220
2023-03-16,Thursday,lunch,14172,9920
2023-03-16,Thursday,snacks,14172,5278
2023-03-16,Thursday,dinner,14172,8921
2023-03-17,Friday,breakfast,14172,6598
2023-03-17,Friday,lunch,14172,11425
2023-03-17,Friday,snacks,14172,7010
2023-03-17,Friday,dinner,14172,8987
2023-03-18,Saturday,breakfast,14172,4814
2023-03-18,Saturday,lunch,14172,7013
2023-03-18,Saturday,snacks,14172,3605
2023-03-18,Saturday,dinner,14172,6026
2023-03-19,Sunday,breakfast,14172,3752
2023-03-19,Sunday,lunch,14172,7177
2023-03-19,Sunday,snacks,14172,2579
2023-03-19,Sunday,dinner,14172,6990
2023-03-20,Monday,breakfast,14172,9176
2023-03-20,Monday,lunch,14172,11752
2023-03-20,Monday,snacks,14172,4588
2023-03-20,Monday,dinner,14172,10371
2023-03-21,Tuesday,breakfast,14172,9054
2023-03-21,Tuesday,lunch,14172,9521
2023-03-21,Tuesday,snacks,14172,5855
2023-03-21,Tuesday,dinner,14172,9997
2023-03-22,Wednesday,breakfast,14172,7766
2023-03-22,Wednesday,lunch,14172,9847
2023-03-22,Wednesday,snacks,14172,5404
2023-03-22,Wednesday,dinner,14172,9646
2023-03-23,Thursday,breakfast,14172,7715
2023-03-23,Thursday,lunch,14172,11617
2023-03-23,Thursday,snacks,14172,6237
2023-03-23,Thursday,dinner,14172,10159
2023-03-24,Friday,breakfast,14172,6920
2023-03-24,Friday,lunch,14172,10884
2023-03-24,Friday,snacks,14172,4986
2023-03-24,Friday,dinner,14172,8620
2023-03-25,Saturday,breakfast,14172,4905
2023-03-25,Saturday,lunch,14172,7613
2023-03-25,Saturday,snacks,14172,2441
2023-03-25,Saturday,dinner,14172,7557
2023-03-26,Sunday,breakfast,14172,3803
2023-03-26,Sunday,lunch,14172,7072
2023-03-26,Sunday,snacks,14172,2359
2023-03-26,Sunday,dinner,14172,6462
2023-03-27,Monday,breakfast,14172,7580
2023-03-27,Monday,lunch,14172,11006
2023-03-27,Monday,snacks,14172,5147
2023-03-27,Monday,dinner,14172,9922
2023-03-28,Tuesday,breakfast,14172,7346
2023-03-28,Tuesday,lunch,14172,9912
2023-03-28,Tuesday,snacks,14172,6787
2023-03-28,Tuesday,dinner,14172,10325
2023-03-29,Wednesday,breakfast,14172,9078
2023-03-29,Wednesday,lunch,14172,11016
2023-03-29,Wednesday,snacks,14172,6340
2023-03-29,Wednesday,dinner,14172,10784
2023-03-30,Thursday,breakfast,14172,7930
2023-03-30,Thursday,lunch,14172,10204
2023-03-30,Thursday,snacks,14172,6866
2023-03-30,Thursday,dinner,14172,9321
2023-03-31,Friday,breakfast,14172,8620
2023-03-31,Friday,lunch,14172,9856
2023-03-31,Friday,snacks,14172,5051
2023-03-31,Friday,dinner,14172,10198
2023-04-01,Saturday,breakfast,14172,4764
2023-04-01,Saturday,lunch,14172,7528
2023-04-01,Saturday,snacks,14172,3548
2023-04-01,Saturday,dinner,14172,6613
2023-04-02,Sunday,breakfast,14172,4685
2023-04-02,Sunday,lunch,14172,6938
2023-04-02,Sunday,snacks,14172,3646
2023-04-02,Sunday,dinner,14172,6200
2023-04-03,Monday,breakfast,14172,8400
2023-04-03,Monday,lunch,14172,10512
2023-04-03,Monday,snacks,14172,6167
2023-04-03,Monday,dinner,14172,9086
2023-04-04,Tuesday,breakfast,14172,6506
2023-04-04,Tuesday,lunch,14172,12039
2023-04-04,Tuesday,snacks,14172,6070
2023-04-04,Tuesday,dinner,14172,8841
2023-04-05,Wednesday,breakfast,14172,7829
2023-04-05,Wednesday,lunch,14172,11243
2023-04-05,Wednesday,snacks,14172,6264
2023-04-05,Wednesday,dinner,14172,9551
2023-04-06,Thursday,breakfast,14172,6386
2023-04-06,Thursday,lunch,14172,11193
2023-04-06,Thursday,snacks,14172,5818
2023-04-06,Thursday,dinner,14172,10617
2023-04-07,Friday,breakfast,14172,6732
2023-04-07,Friday,lunch,14172,10069
2023-04-07,Friday,snacks,14172,5938
2023-04-07,Friday,dinner,14172,11275
2023-04-08,Saturday,breakfast,14172,6331
2023-04-08,Saturday,lunch,14172,6735
2023-04-08,Saturday,snacks,14172,5038
2023-04-08,Saturday,dinner,14172,6150
2023-04-09,Sunday,breakfast,14172,5137
2023-04-09,Sunday,lunch,14172,8238
2023-04-09,Sunday,snacks,14172,3314
2023-04-09,Sunday,dinner,14172,6699
2023-04-10,Monday,breakfast,14172,8886
2023-04-10,Monday,lunch,14172,9610
2023-04-10,Monday,snacks,14172,5004
2023-04-10,Monday,dinner,14172,10514
2023-04-11,Tuesday,breakfast,14172,9177
2023-04-11,Tuesday,lunch,14172,9274
2023-04-11,Tuesday,snacks,14172,5231
2023-04-11,Tuesday,dinner,14172,9348
2023-04-12,Wednesday,breakfast,14172,9032
2023-04-12,Wednesday,lunch,14172,11550
2023-04-12,Wednesday,snacks,14172,5900
2023-04-12,Wednesday,dinner,14172,10957
2023-04-13,Thursday,breakfast,14172,7524
2023-04-13,Thursday,lunch,14172,10948
2023-04-13,Thursday,snacks,14172,6939
2023-04-13,Thursday,dinner,14172,10840
2023-04-14,Friday,breakfast,14172,8155
2023-04-14,Friday,lunch,14172,11208
2023-04-14,Friday,snacks,14172,4564
2023-04-14,Friday,dinner,14172,10751
2023-04-15,Saturday,breakfast,14172,5965
2023-04-15,Saturday,lunch,14172,5617
2023-04-15,Saturday,snacks,14172,4801
2023-04-15,Saturday,dinner,14172,5921
2023-04-16,Sunday,breakfast,14172,4847
2023-04-16,Sunday,lunch,14172,7952
2023-04-16,Sunday,snacks,14172,4024
2023-04-16,Sunday,dinner,14172,5165
2023-04-17,Monday,breakfast,14172,8169
2023-04-17,Monday,lunch,14172,11339
2023-04-17,Monday,snacks,14172,5458
2023-04-17,Monday,dinner,14172,11294
2023-04-18,Tuesday,breakfast,14172,7792
2023-04-18,Tuesday,lunch,14172,10075
2023-04-18,Tuesday,snacks,14172,5485
2023-04-18,Tuesday,dinner,14172,9175
2023-04-19,Wednesday,breakfast,14172,7366
2023-04-19,Wednesday,lunch,14172,9358
2023-04-19,Wednesday,snacks,14172,6943
2023-04-19,Wednesday,dinner,14172,10236
2023-04-20,Thursday,breakfast,14172,8408
2023-04-20,Thursday,lunch,14172,9731
2023-04-20,Thursday,snacks,14172,4393
2023-04-20,Thursday,dinner,14172,9541
2023-04-21,Friday,breakfast,14172,6975
2023-04-21,Friday,lunch,14172,11569
2023-04-21,Friday,snacks,14172,4587
2023-04-21,Friday,dinner,14172,10781
2023-04-22,Saturday,breakfast,14172,4845
2023-04-22,Saturday,lunch,14172,6952
2023-04-22,Saturday,snacks,14172,2563
2023-04-22,Saturday,dinner,14172,7502
2023-04-23,Sunday,breakfast,14172,3954
2023-04-23,Sunday,lunch,14172,7703
2023-04-23,Sunday,snacks,14172,3130
2023-04-23,Sunday,dinner,14172,5890
2023-04-24,Monday,breakfast,14172,7476
2023-04-24,Monday,lunch,14172,10558
2023-04-24,Monday,snacks,14172,6872
2023-04-24,Monday,dinner,14172,9820
2023-04-25,Tuesday,breakfast,14172,7202
2023-04-25,Tuesday,lunch,14172,11869
2023-04-25,Tuesday,snacks,14172,4334
2023-04-25,Tuesday,dinner,14172,9150
2023-04-26,Wednesday,breakfast,14172,9145
2023-04-26,Wednesday,lunch,14172,11650
2023-04-26,Wednesday,snacks,14172,4478
2023-04-26,Wednesday,dinner,14172,8891
2023-04-27,Thursday,breakfast,14172,8692
2023-04-27,Thursday,lunch,14172,11334
2023-04-27,Thursday,snacks,14172,5296
2023-04-27,Thursday,dinner,14172,8752
2023-04-28,Friday,breakfast,14172,7596
2023-04-28,Friday,lunch,14172,11604
2023-04-28,Friday,snacks,14172,6813
2023-04-28,Friday,dinner,14172,10166
2023-04-29,Saturday,breakfast,14172,5144
2023-04-29,Saturday,lunch,14172,6815
2023-04-29,Saturday,snacks,14172,2897
2023-04-29,Saturday,dinner,14172,6062
2023-04-30,Sunday,breakfast,14172,4399
2023-04-30,Sunday,lunch,14172,7824
2023-04-30,Sunday,snacks,14172,4124
2023-04-30,Sunday,dinner,14172,6105
2023-05-01,Monday,breakfast,14172,6738
2023-05-01,Monday,lunch,14172,10955
2023-05-01,Monday,snacks,14172,4776
2023-05-01,Monday,dinner,14172,8509
2023-05-02,Tuesday,breakfast,14172,8470
2023-05-02,Tuesday,lunch,14172,10616
2023-05-02,Tuesday,snacks,14172,6292
2023-05-02,Tuesday,dinner,14172,9697
2023-05-03,Wednesday,breakfast,14172,6451
2023-05-03,Wednesday,lunch,14172,9728
2023-05-03,Wednesday,snacks,14172,5955
2023-05-03,Wednesday,dinner,14172,10441
2023-05-04,Thursday,breakfast,14172,7024
2023-05-04,Thursday,lunch,14172,9837
2023-05-04,Thursday,snacks,14172,4948
2023-05-04,Thursday,dinner,14172,8504
2023-05-05,Friday,breakfast,14172,8301
2023-05-05,Friday,lunch,14172,11566
2023-05-05,Friday,snacks,14172,4780
2023-05-05,Friday,dinner,14172,10894
2023-05-06,Saturday,breakfast,14172,6191
2023-05-06,Saturday,lunch,14172,8074
2023-05-06,Saturday,snacks,14172,3686
2023-05-06,Saturday,dinner,14172,5902
2023-05-07,Sunday,breakfast,14172,5215
2023-05-07,Sunday,lunch,14172,5709
2023-05-07,Sunday,snacks,14172,3303
2023-05-07,Sunday,dinner,14172,5424
2023-05-08,Monday,breakfast,14172,8492
2023-05-08,Monday,lunch,14172,10917
2023-05-08,Monday,snacks,14172,5880
2023-05-08,Monday,dinner,14172,10941
2023-05-09,Tuesday,breakfast,14172,7247
2023-05-09,Tuesday,lunch,14172,10345
2023-05-09,Tuesday,snacks,14172,6868
2023-05-09,Tuesday,dinner,14172,8912
2023-05-10,Wednesday,breakfast,14172,7700
2023-05-10,Wednesday,lunch,14172,9647
2023-05-10,Wednesday,snacks,14172,4669
2023-05-10,Wednesday,dinner,14172,9361
2023-05-11,Thursday,breakfast,14172,7906
2023-05-11,Thursday,lunch,14172,11883
2023-05-11,Thursday,snacks,14172,6665
2023-05-11,Thursday,dinner,14172,10908
2023-05-12,Friday,breakfast,14172,6978
2023-05-12,Friday,lunch,14172,11512
2023-05-12,Friday,snacks,14172,5329
2023-05-12,Friday,dinner,14172,9474
2023-05-13,Saturday,breakfast,14172,5602
2023-05-13,Saturday,lunch,14172,6589
2023-05-13,Saturday,snacks,14172,4045
2023-05-13,Saturday,dinner,14172,7802
2023-05-14,Sunday,breakfast,14172,6195
2023-05-14,Sunday,lunch,14172,6774
2023-05-14,Sunday,snacks,14172,4531
2023-05-14,Sunday,dinner,14172,7586
2023-05-15,Monday,breakfast,14172,7607
2023-05-15,Monday,lunch,14172,10016
2023-05-15,Monday,snacks,14172,6165
2023-05-15,Monday,dinner,14172,9242
2023-05-16,Tuesday,breakfast,14172,7281
2023-05-16,Tuesday,lunch,14172,9953
2023-05-16,Tuesday,snacks,14172,6315
2023-05-16,Tuesday,dinner,14172,11321
2023-05-17,Wednesday,breakfast,14172,8330
2023-05-17,Wednesday,lunch,14172,9354
2023-05-17,Wednesday,snacks,14172,4697
2023-05-17,Wednesday,dinner,14172,10104
2023-05-18,Thursday,breakfast,14172,8390
2023-05-18,Thursday,lunch,14172,11893
2023-05-18,Thursday,snacks,14172,5244
2023-05-18,Thursday,dinner,14172,8818
2023-05-19,Friday,breakfast,14172,7474
2023-05-19,Friday,lunch,14172,10030
2023-05-19,Friday,snacks,14172,5022
2023-05-19,Friday,dinner,14172,11140
2023-05-20,Saturday,breakfast,14172,3670
2023-05-20,Saturday,lunch,14172,6346
2023-05-20,Saturday,snacks,14172,4293
2023-05-20,Saturday,dinner,14172,6218
2023-05-21,Sunday,breakfast,14172,6196
2023-05-21,Sunday,lunch,14172,7513
2023-05-21,Sunday,snacks,14172,4903
2023-05-21,Sunday,dinner,14172,6067
2023-05-22,Monday,breakfast,14172,8899
2023-05-22,Monday,lunch,14172,10925
2023-05-22,Monday,snacks,14172,5198
2023-05-22,Monday,dinner,14172,9442
2023-05-23,Tuesday,breakfast,14172,6636
2023-05-23,Tuesday,lunch,14172,10480
2023-05-23,Tuesday,snacks,14172,5265
2023-05-23,Tuesday,dinner,14172,10566
2023-05-24,Wednesday,breakfast,14172,7722
2023-05-24,Wednesday,lunch,14172,9307
2023-05-24,Wednesday,snacks,14172,6725
2023-05-24,Wednesday,dinner,14172,10015
2023-05-25,Thursday,breakfast,14172,6741
2023-05-25,Thursday,lunch,14172,11097
2023-05-25,Thursday,snacks,14172,6226
2023-05-25,Thursday,dinner,14172,8708
2023-05-26,Friday,breakfast,14172,7564
2023-05-26,Friday,lunch,14172,9690
2023-05-26,Friday,snacks,14172,5621
2023-05-26,Friday,dinner,14172,9133
2023-05-27,Saturday,breakfast,14172,6253
2023-05-27,Saturday,lunch,14172,7732
2023-05-27,Saturday,snacks,14172,4221
2023-05-27,Saturday,dinner,14172,6402
2023-05-28,Sunday,breakfast,14172,4040
2023-05-28,Sunday,lunch,14172,7559
2023-05-28,Sunday,snacks,14172,2993
2023-05-28,Sunday,dinner,14172,5470
2023-05-29,Monday,breakfast,14172,9208
2023-05-29,Monday,lunch,14172,9861
2023-05-29,Monday,snacks,14172,5901
2023-05-29,Monday,dinner,14172,8507
2023-05-30,Tuesday,breakfast,14172,8865
2023-05-30,Tuesday,lunch,14172,9599
2023-05-30,Tuesday,snacks,14172,4512
2023-05-30,Tuesday,dinner,14172,9912
2023-05-31,Wednesday,breakfast,14172,7550
2023-05-31,Wednesday,lunch,14172,10184
2023-05-31,Wednesday,snacks,14172,6347
2023-05-31,Wednesday,dinner,14172,9850
2023-06-01,Thursday,breakfast,14172,6421
2023-06-01,Thursday,lunch,14172,12036
2023-06-01,Thursday,snacks,14172,4950
2023-06-01,Thursday,dinner,14172,9596
2023-06-02,Friday,breakfast,14172,8760
2023-06-02,Friday,lunch,14172,10293
2023-06-02,Friday,snacks,14172,6901
2023-06-02,Friday,dinner,14172,9120
2023-06-03,Saturday,breakfast,14172,5676
2023-06-03,Saturday,lunch,14172,5637
2023-06-03,Saturday,snacks,14172,3429
2023-06-03,Saturday,dinner,14172,7625
2023-06-04,Sunday,breakfast,14172,4883
2023-06-04,Sunday,lunch,14172,6758
2023-06-04,Sunday,snacks,14172,3680
2023-06-04,Sunday,dinner,14172,7275
2023-06-05,Monday,breakfast,14172,9038
2023-06-05,Monday,lunch,14172,10824
2023-06-05,Monday,snacks,14172,4951
2023-06-05,Monday,dinner,14172,10359
2023-06-06,Tuesday,breakfast,14172,8697
2023-06-06,Tuesday,lunch,14172,9614
2023-06-06,Tuesday,snacks,14172,5543
2023-06-06,Tuesday,dinner,14172,9146
2023-06-07,Wednesday,breakfast,14172,7548
2023-06-07,Wednesday,lunch,14172,10602
2023-06-07,Wednesday,snacks,14172,4598
2023-06-07,Wednesday,dinner,14172,10269
2023-06-08,Thursday,breakfast,14172,7315
2023-06-08,Thursday,lunch,14172,11500
2023-06-08,Thursday,snacks,14172,5291
2023-06-08,Thursday,dinner,14172,9771
2023-06-09,Friday,breakfast,14172,8345
2023-06-09,Friday,lunch,14172,11416
2023-06-09,Friday,snacks,14172,5953
2023-06-09,Friday,dinner,14172,10632
2023-06-10,Saturday,breakfast,14172,5519
2023-06-10,Saturday,lunch,14172,8094
2023-06-10,Saturday,snacks,14172,2966
2023-06-10,Saturday,dinner,14172,5488
2023-06-11,Sunday,breakfast,14172,6137
2023-06-11,Sunday,lunch,14172,8031
2023-06-11,Sunday,snacks,14172,4493
2023-06-11,Sunday,dinner,14172,7344
2023-06-12,Monday,breakfast,14172,9098
2023-06-12,Monday,lunch,14172,11291
2023-06-12,Monday,snacks,14172,7048
2023-06-12,Monday,dinner,14172,9219
2023-06-13,Tuesday,breakfast,14172,9035
2023-06-13,Tuesday,lunch,14172,10602
2023-06-13,Tuesday,snacks,14172,6826
2023-06-13,Tuesday,dinner,14172,10844
2023-06-14,Wednesday,breakfast,14172,6419
2023-06-14,Wednesday,lunch,14172,9338
2023-06-14,Wednesday,snacks,14172,4318
2023-06-14,Wednesday,dinner,14172,8625
2023-06-15,Thursday,breakfast,14172,7082
2023-06-15,Thursday,lunch,14172,11910
2023-06-15,Thursday,snacks,14172,5418
2023-06-15,Thursday,dinner,14172,9621
2023-06-16,Friday,breakfast,14172,7253
2023-06-16,Friday,lunch,14172,9799
2023-06-16,Friday,snacks,14172,6285
2023-06-16,Friday,dinner,14172,8674
2023-06-17,Saturday,breakfast,14172,4575
2023-06-17,Saturday,lunch,14172,7691
2023-06-17,Saturday,snacks,14172,4088
2023-06-17,Saturday,dinner,14172,6627
2023-06-18,Sunday,breakfast,14172,3916
2023-06-18,Sunday,lunch,14172,6955
2023-06-18,Sunday,snacks,14172,2570
2023-06-18,Sunday,dinner,14172,6599
2023-06-19,Monday,breakfast,14172,7462
2023-06-19,Monday,lunch,14172,10848
2023-06-19,Monday,snacks,14172,6006
2023-06-19,Monday,dinner,14172,9579
2023-06-20,Tuesday,breakfast,14172,7441
2023-06-20,Tuesday,lunch,14172,11489
2023-06-20,Tuesday,snacks,14172,4667
2023-06-20,Tuesday,dinner,14172,10840
2023-06-21,Wednesday,breakfast,14172,8190
2023-06-21,Wednesday,lunch,14172,11154
2023-06-21,Wednesday,snacks,14172,5212
2023-06-21,Wednesday,dinner,14172,9063
2023-06-22,Thursday,breakfast,14172,9089
2023-06-22,Thursday,lunch,14172,11492
2023-06-22,Thursday,snacks,14172,6364
2023-06-22,Thursday,dinner,14172,10822
2023-06-23,Friday,breakfast,14172,9096
2023-06-23,Friday,lunch,14172,11898
2023-06-23,Friday,snacks,14172,5486
2023-06-23,Friday,dinner,14172,10036
2023-06-24,Saturday,breakfast,14172,4196
2023-06-24,Saturday,lunch,14172,8272
2023-06-24,Saturday,snacks,14172,3035
2023-06-24,Saturday,dinner,14172,5497
2023-06-25,Sunday,breakfast,14172,5186
2023-06-25,Sunday,lunch,14172,5563
2023-06-25,Sunday,snacks,14172,3962
2023-06-25,Sunday,dinner,14172,6991
2023-06-26,Monday,breakfast,14172,8826
2023-06-26,Monday,lunch,14172,11449
2023-06-26,Monday,snacks,14172,6502
2023-06-26,Monday,dinner,14172,9659
2023-06-27,Tuesday,breakfast,14172,7506
2023-06-27,Tuesday,lunch,14172,11677
2023-06-27,Tuesday,snacks,14172,5389
2023-06-27,Tuesday,dinner,14172,10595
2023-06-28,Wednesday,breakfast,14172,6844
2023-06-28,Wednesday,lunch,14172,10540
2023-06-28,Wednesday,snacks,14172,5827
2023-06-28,Wednesday,dinner,14172,9044
2023-06-29,Thursday,breakfast,14172,8240
2023-06-29,Thursday,lunch,14172,11737
2023-06-29,Thursday,snacks,14172,5267
2023-06-29,Thursday,dinner,14172,10023
2023-06-30,Friday,breakfast,14172,9029
2023-06-30,Friday,lunch,14172,9575
2023-06-30,Friday,snacks,14172,6411
2023-06-30,Friday,dinner,14172,9898
2023-07-01,Saturday,breakfast,14172,4462
2023-07-01,Saturday,lunch,14172,7683
2023-07-01,Saturday,snacks,14172,4089
2023-07-01,Saturday,dinner,14172,6609
2023-07-02,Sunday,breakfast,14172,5794
2023-07-02,Sunday,lunch,14172,7688
2023-07-02,Sunday,snacks,14172,4229
2023-07-02,Sunday,dinner,14172,5373
2023-07-03,Monday,breakfast,14172,8644
2023-07-03,Monday,lunch,14172,11337
2023-07-03,Monday,snacks,14172,6480
2023-07-03,Monday,dinner,14172,9927
2023-07-04,Tuesday,breakfast,14172,6672
2023-07-04,Tuesday,lunch,14172,11161
2023-07-04,Tuesday,snacks,14172,6844
2023-07-04,Tuesday,dinner,14172,11150
2023-07-05,Wednesday,breakfast,14172,8062
2023-07-05,Wednesday,lunch,14172,11640
2023-07-05,Wednesday,snacks,14172,5639
2023-07-05,Wednesday,dinner,14172,10444
2023-07-06,Thursday,breakfast,14172,7376
2023-07-06,Thursday,lunch,14172,9900
2023-07-06,Thursday,snacks,14172,5252
2023-07-06,Thursday,dinner,14172,10797
2023-07-07,Friday,breakfast,14172,8205
2023-07-07,Friday,lunch,14172,9542
2023-07-07,Friday,snacks,14172,4894
2023-07-07,Friday,dinner,14172,10341
2023-07-08,Saturday,breakfast,14172,3657
2023-07-08,Saturday,lunch,14172,7972
2023-07-08,Saturday,snacks,14172,3392
2023-07-08,Saturday,dinner,14172,7645
2023-07-09,Sunday,breakfast,14172,5219
