date,day,meal_type,expected_students,actual_attendance
2027-11-13,Saturday,lunch,4659,4506
2027-11-13,Saturday,snacks,3082,2734
2027-11-13,Saturday,dinner,4837,4574
2027-11-14,Sunday,breakfast,4343,3939
2027-11-14,Sunday,lunch,4685,4167
2027-11-14,Sunday,snacks,3178,2984
2027-11-14,Sunday,dinner,5030,4608
2027-11-15,Monday,breakfast,8531,7904
2027-11-15,Monday,lunch,8938,8526
2027-11-15,Monday,snacks,6177,5620
2027-11-15,Monday,dinner,8943,7948
2027-11-16,Tuesday,breakfast,8265,7977
2027-11-16,Tuesday,lunch,9110,8154
2027-11-16,Tuesday,snacks,6249,5840
2027-11-16,Tuesday,dinner,8849,7950
2027-11-17,Wednesday,breakfast,7902,7425
2027-11-17,Wednesday,lunch,8539,7677
2027-11-17,Wednesday,snacks,5830,5616
2027-11-17,Wednesday,dinner,9722,9349
2027-11-18,Thursday,breakfast,7954,7027
2027-11-18,Thursday,lunch,8500,7974
2027-11-18,Thursday,snacks,5965,5281
2027-11-18,Thursday,dinner,9707,9230
2027-11-19,Friday,breakfast,7397,7067
2027-11-19,Friday,lunch,9100,8294
2027-11-19,Friday,snacks,6220,5921
2027-11-19,Friday,dinner,9918,8749
2027-11-20,Saturday,breakfast,4253,4004
2027-11-20,Saturday,lunch,5325,5134
2027-11-20,Saturday,snacks,3144,3043
2027-11-20,Saturday,dinner,5071,4830
2027-11-21,Sunday,breakfast,4183,3715
2027-11-21,Sunday,lunch,4932,4613
2027-11-21,Sunday,snacks,3229,2865
2027-11-21,Sunday,dinner,5464,4848
2027-11-22,Monday,breakfast,8086,7743
2027-11-22,Monday,lunch,8937,8349
2027-11-22,Monday,snacks,6227,5581
2027-11-22,Monday,dinner,9975,9425
2027-11-23,Tuesday,breakfast,7393,6994
2027-11-23,Tuesday,lunch,8778,8200
2027-11-23,Tuesday,snacks,5525,5048
2027-11-23,Tuesday,dinner,10148,9679
2027-11-24,Wednesday,breakfast,7524,6980
2027-11-24,Wednesday,lunch,9406,8421
2027-11-24,Wednesday,snacks,5762,5589
2027-11-24,Wednesday,dinner,10131,9792
2027-11-25,Thursday,breakfast,7858,7176
2027-11-25,Thursday,lunch,8368,7638
2027-11-25,Thursday,snacks,6004,5285
2027-11-25,Thursday,dinner,8956,8284
2027-11-26,Friday,breakfast,7860,7193
2027-11-26,Friday,lunch,8367,7841
2027-11-26,Friday,snacks,5864,5685
2027-11-26,Friday,dinner,9320,8950
2027-11-27,Saturday,breakfast,4146,3703
2027-11-27,Saturday,lunch,4766,4475
2027-11-27,Saturday,snacks,3490,3147
2027-11-27,Saturday,dinner,5408,4993
2027-11-28,Sunday,breakfast,4070,3923
2027-11-28,Sunday,lunch,4626,4266
2027-11-28,Sunday,snacks,3086,2727
2027-11-28,Sunday,dinner,5113,4700
2027-11-29,Monday,breakfast,8543,8215
2027-11-29,Monday,lunch,8380,7921
2027-11-29,Monday,snacks,5599,5371
2027-11-29,Monday,dinner,9753,9330
2027-11-30,Tuesday,breakfast,7840,7221
2027-11-30,Tuesday,lunch,8765,8290
2027-11-30,Tuesday,snacks,6030,5410
2027-11-30,Tuesday,dinner,9185,8106
2027-12-01,Wednesday,breakfast,8311,7871
2027-12-01,Wednesday,lunch,8972,8266
2027-12-01,Wednesday,snacks,6224,5695
2027-12-01,Wednesday,dinner,9844,9339
2027-12-02,Thursday,breakfast,7976,7066
2027-12-02,Thursday,lunch,9406,8586
2027-12-02,Thursday,snacks,5675,5208
2027-12-02,Thursday,dinner,8859,8156
2027-12-03,Friday,breakfast,8342,7680
2027-12-03,Friday,lunch,9413,8311
2027-12-03,Friday,snacks,6333,5951
2027-12-03,Friday,dinner,8958,8666
2027-12-04,Saturday,breakfast,4074,3833
2027-12-04,Saturday,lunch,5263,5086
2027-12-04,Saturday,snacks,3410,3006
2027-12-04,Saturday,dinner,4934,4359
2027-12-05,Sunday,breakfast,4629,4303
2027-12-05,Sunday,lunch,4846,4469
2027-12-05,Sunday,snacks,3466,3345
2027-12-05,Sunday,dinner,5289,4782
2027-12-06,Monday,breakfast,7579,6866
2027-12-06,Monday,lunch,8671,7688
2027-12-06,Monday,snacks,5754,5301
2027-12-06,Monday,dinner,9651,8847
2027-12-07,Tuesday,breakfast,7726,7342
2027-12-07,Tuesday,lunch,8915,8359
2027-12-07,Tuesday,snacks,5809,5299
2027-12-07,Tuesday,dinner,9740,9248
2027-12-08,Wednesday,breakfast,7717,6901
2027-12-08,Wednesday,lunch,8940,8215
2027-12-08,Wednesday,snacks,5612,5211
2027-12-08,Wednesday,dinner,8821,8115
2027-12-09,Thursday,breakfast,7640,7386
2027-12-09,Thursday,lunch,8731,7761
2027-12-09,Thursday,snacks,5523,4922
2027-12-09,Thursday,dinner,9042,8426
2027-12-10,Friday,breakfast,8509,7548
2027-12-10,Friday,lunch,8436,7590
2027-12-10,Friday,snacks,5755,5204
2027-12-10,Friday,dinner,9920,9142
2027-12-11,Saturday,breakfast,4716,4571
2027-12-11,Saturday,lunch,5305,4901
2027-12-11,Saturday,snacks,3360,3220
2027-12-11,Saturday,dinner,5166,4915
2027-12-12,Sunday,breakfast,4263,3929
2027-12-12,Sunday,lunch,5298,4664
2027-12-12,Sunday,snacks,3277,3096
2027-12-12,Sunday,dinner,4937,4467
2027-12-13,Monday,breakfast,7803,7329
2027-12-13,Monday,lunch,8966,8501
2027-12-13,Monday,snacks,6030,5420
2027-12-13,Monday,dinner,9483,8482
2027-12-14,Tuesday,breakfast,7365,6768
2027-12-14,Tuesday,lunch,9613,8547
2027-12-14,Tuesday,snacks,5954,5414
2027-12-14,Tuesday,dinner,8958,8538
2027-12-15,Wednesday,breakfast,8356,7963
2027-12-15,Wednesday,lunch,8711,8084
2027-12-15,Wednesday,snacks,5565,5267
2027-12-15,Wednesday,dinner,9279,8409
2027-12-16,Thursday,breakfast,8130,7707
2027-12-16,Thursday,lunch,8930,8427
2027-12-16,Thursday,snacks,6027,5580
2027-12-16,Thursday,dinner,9132,8397
2027-12-17,Friday,breakfast,8160,7367
2027-12-17,Friday,lunch,9596,8479
2027-12-17,Friday,snacks,5572,5337
2027-12-17,Friday,dinner,9818,8984
2027-12-18,Saturday,breakfast,4155,3878
2027-12-18,Saturday,lunch,4653,4160
2027-12-18,Saturday,snacks,3514,3228
2027-12-18,Saturday,dinner,4883,4662
2027-12-19,Sunday,breakfast,4208,4056
2027-12-19,Sunday,lunch,5019,4695
2027-12-19,Sunday,snacks,3505,3204
2027-12-19,Sunday,dinner,5603,5061
2027-12-20,Monday,breakfast,8275,7384
2027-12-20,Monday,lunch,9494,8453
2027-12-20,Monday,snacks,5634,5451
2027-12-20,Monday,dinner,10240,9374
2027-12-21,Tuesday,breakfast,8186,7486
2027-12-21,Tuesday,lunch,8997,8454
2027-12-21,Tuesday,snacks,5610,4948
2027-12-21,Tuesday,dinner,9834,9449
2027-12-22,Wednesday,breakfast,7815,7156
2027-12-22,Wednesday,lunch,8827,8172
2027-12-22,Wednesday,snacks,6083,5412
2027-12-22,Wednesday,dinner,9158,8088
2027-12-23,Thursday,breakfast,7699,7460
2027-12-23,Thursday,lunch,8426,7420
2027-12-23,Thursday,snacks,5837,5297
2027-12-23,Thursday,dinner,9597,9061
2027-12-24,Friday,breakfast,8112,7793
2027-12-24,Friday,lunch,8862,7868
2027-12-24,Friday,snacks,5928,5596
2027-12-24,Friday,dinner,9520,8709
2027-12-25,Saturday,breakfast,4587,4447
2027-12-25,Saturday,lunch,4652,4409
2027-12-25,Saturday,snacks,3060,2744
2027-12-25,Saturday,dinner,4829,4301
2027-12-26,Sunday,breakfast,4320,3868
2027-12-26,Sunday,lunch,4644,4397
2027-12-26,Sunday,snacks,3188,3031
2027-12-26,Sunday,dinner,5056,4619
2027-12-27,Monday,breakfast,8124,7449
2027-12-27,Monday,lunch,8373,7370
2027-12-27,Monday,snacks,6474,5868
2027-12-27,Monday,dinner,9297,8192
2027-12-28,Tuesday,breakfast,7720,6868
2027-12-28,Tuesday,lunch,9075,8458
2027-12-28,Tuesday,snacks,5957,5420
2027-12-28,Tuesday,dinner,8838,7871
2027-12-29,Wednesday,breakfast,8523,7834
2027-12-29,Wednesday,lunch,9243,8657
2027-12-29,Wednesday,snacks,6219,5770
2027-12-29,Wednesday,dinner,9051,7976
2027-12-30,Thursday,breakfast,7846,7069
2027-12-30,Thursday,lunch,9257,8673
2027-12-30,Thursday,snacks,5576,5406
2027-12-30,Thursday,dinner,10081,8959
2027-12-31,Friday,breakfast,7630,7169
2027-12-31,Friday,lunch,8768,8309
2027-12-31,Friday,snacks,5883,5615
2027-12-31,Friday,dinner,9368,8586
2028-01-01,Saturday,breakfast,4308,3928
2028-01-01,Saturday,lunch,5106,4684
2028-01-01,Saturday,snacks,3434,3059
2028-01-01,Saturday,dinner,5570,4968
2028-01-02,Sunday,breakfast,4677,4470
2028-01-02,Sunday,lunch,5268,5008
2028-01-02,Sunday,snacks,3563,3200
2028-01-02,Sunday,dinner,5327,4883
2028-01-03,Monday,breakfast,7471,7042
2028-01-03,Monday,lunch,9406,8827
2028-01-03,Monday,snacks,5922,5379
2028-01-03,Monday,dinner,9126,8101
2028-01-04,Tuesday,breakfast,8068,7363
2028-01-04,Tuesday,lunch,9406,9002
2028-01-04,Tuesday,snacks,5553,5157
2028-01-04,Tuesday,dinner,9673,8858
2028-01-05,Wednesday,breakfast,8348,7489
2028-01-05,Wednesday,lunch,8950,8433
2028-01-05,Wednesday,snacks,5759,5377
2028-01-05,Wednesday,dinner,9745,9365
2028-01-06,Thursday,breakfast,7733,6824
2028-01-06,Thursday,lunch,9525,9129
2028-01-06,Thursday,snacks,5763,5324
2028-01-06,Thursday,dinner,9701,9132
2028-01-07,Friday,breakfast,7836,6936
2028-01-07,Friday,lunch,8963,8616
2028-01-07,Friday,snacks,6015,5406
2028-01-07,Friday,dinner,10115,9517
2028-01-08,Saturday,breakfast,4376,4242
2028-01-08,Saturday,lunch,5115,4881
2028-01-08,Saturday,snacks,3086,2834
2028-01-08,Saturday,dinner,5169,4950
2028-01-09,Sunday,breakfast,4684,4249
2028-01-09,Sunday,lunch,4600,4333
2028-01-09,Sunday,snacks,3522,3292
2028-01-09,Sunday,dinner,5530,5215
2028-01-10,Monday,breakfast,8396,7585
2028-01-10,Monday,lunch,9540,8887
2028-01-10,Monday,snacks,5819,5193
2028-01-10,Monday,dinner,9424,8700
2028-01-11,Tuesday,breakfast,7424,6888
2028-01-11,Tuesday,lunch,8414,8022
2028-01-11,Tuesday,snacks,5894,5302
2028-01-11,Tuesday,dinner,9602,8604
2028-01-12,Wednesday,breakfast,7732,6885
2028-01-12,Wednesday,lunch,8280,7624
2028-01-12,Wednesday,snacks,6161,5870
2028-01-12,Wednesday,dinner,10222,9011
2028-01-13,Thursday,breakfast,7682,6777
2028-01-13,Thursday,lunch,9126,8714
2028-01-13,Thursday,snacks,6110,5501
2028-01-13,Thursday,dinner,9423,8355
2028-01-14,Friday,breakfast,7558,6847
2028-01-14,Friday,lunch,8585,8098
2028-01-14,Friday,snacks,5649,5232
2028-01-14,Friday,dinner,9264,8277
2028-01-15,Saturday,breakfast,4742,4433
2028-01-15,Saturday,lunch,5315,5143
2028-01-15,Saturday,snacks,3451,3160
2028-01-15,Saturday,dinner,4863,4437
2028-01-16,Sunday,breakfast,4546,4405
2028-01-16,Sunday,lunch,4935,4438
2028-01-16,Sunday,snacks,3243,2914
2028-01-16,Sunday,dinner,5204,4861
2028-01-17,Monday,breakfast,7967,7721
2028-01-17,Monday,lunch,9072,8207
2028-01-17,Monday,snacks,6181,5799
2028-01-17,Monday,dinner,8976,7952
2028-01-18,Tuesday,breakfast,7461,6914
2028-01-18,Tuesday,lunch,8966,7921
2028-01-18,Tuesday,snacks,6268,5892
2028-01-18,Tuesday,dinner,10084,9191
2028-01-19,Wednesday,breakfast,7656,6952
2028-01-19,Wednesday,lunch,9177,8434
2028-01-19,Wednesday,snacks,6215,5765
2028-01-19,Wednesday,dinner,9978,9235
2028-01-20,Thursday,breakfast,7515,6848
2028-01-20,Thursday,lunch,9217,8124
2028-01-20,Thursday,snacks,5805,5625
2028-01-20,Thursday,dinner,8845,8090
2028-01-21,Friday,breakfast,8257,7896
2028-01-21,Friday,lunch,9447,8366
2028-01-21,Friday,snacks,5735,5217
2028-01-21,Friday,dinner,10121,9105
2028-01-22,Saturday,breakfast,4626,4273
2028-01-22,Saturday,lunch,4925,4440
2028-01-22,Saturday,snacks,3102,2736
2028-01-22,Saturday,dinner,4993,4640
2028-01-23,Sunday,breakfast,4642,4302
2028-01-23,Sunday,lunch,4777,4260
2028-01-23,Sunday,snacks,3401,3109
2028-01-23,Sunday,dinner,5561,5233
2028-01-24,Monday,breakfast,7418,6902
2028-01-24,Monday,lunch,9711,8611
2028-01-24,Monday,snacks,5773,5116
2028-01-24,Monday,dinner,9621,8914
2028-01-25,Tuesday,breakfast,7478,7136
2028-01-25,Tuesday,lunch,8958,8259
2028-01-25,Tuesday,snacks,5577,5080
2028-01-25,Tuesday,dinner,9306,8853
2028-01-26,Wednesday,breakfast,8102,7856
2028-01-26,Wednesday,lunch,8894,8090
2028-01-26,Wednesday,snacks,5990,5635
2028-01-26,Wednesday,dinner,9447,8688
2028-01-27,Thursday,breakfast,7530,6666
2028-01-27,Thursday,lunch,8647,8341
2028-01-27,Thursday,snacks,6380,5969
2028-01-27,Thursday,dinner,10122,8947
2028-01-28,Friday,breakfast,8513,8246
2028-01-28,Friday,lunch,9512,8406
2028-01-28,Friday,snacks,6317,5815
2028-01-28,Friday,dinner,9894,9171
2028-01-29,Saturday,breakfast,4627,4087
2028-01-29,Saturday,lunch,4836,4652
2028-01-29,Saturday,snacks,3356,2976
2028-01-29,Saturday,dinner,5270,5100
2028-01-30,Sunday,breakfast,4647,4373
2028-01-30,Sunday,lunch,5042,4694
2028-01-30,Sunday,snacks,3274,2980
2028-01-30,Sunday,dinner,5042,4687
2028-01-31,Monday,breakfast,8184,7573
2028-01-31,Monday,lunch,8779,8139
2028-01-31,Monday,snacks,5752,5531
2028-01-31,Monday,dinner,9175,8442
2028-02-01,Tuesday,breakfast,7627,7118
2028-02-01,Tuesday,lunch,9488,8865
2028-02-01,Tuesday,snacks,5679,5441
2028-02-01,Tuesday,dinner,8853,8010
2028-02-02,Wednesday,breakfast,7660,7417
2028-02-02,Wednesday,lunch,8460,7807
2028-02-02,Wednesday,snacks,6015,5424
2028-02-02,Wednesday,dinner,8814,8256
2028-02-03,Thursday,breakfast,7571,6701
2028-02-03,Thursday,lunch,9177,8491
2028-02-03,Thursday,snacks,6147,5941
2028-02-03,Thursday,dinner,8873,7939
2028-02-04,Friday,breakfast,7684,7241
2028-02-04,Friday,lunch,8820,7819
2028-02-04,Friday,snacks,5526,5124
2028-02-04,Friday,dinner,9418,9111
2028-02-05,Saturday,breakfast,4081,3876
2028-02-05,Saturday,lunch,4905,4721
2028-02-05,Saturday,snacks,3414,3104
2028-02-05,Saturday,dinner,5284,5017
2028-02-06,Sunday,breakfast,4703,4209
2028-02-06,Sunday,lunch,5212,4827
2028-02-06,Sunday,snacks,3294,3179
2028-02-06,Sunday,dinner,5162,4777
2028-02-07,Monday,breakfast,7389,6793
2028-02-07,Monday,lunch,9461,8670
2028-02-07,Monday,snacks,6253,5855
2028-02-07,Monday,dinner,9478,8976
2028-02-08,Tuesday,breakfast,7832,7518
2028-02-08,Tuesday,lunch,9153,8591
2028-02-08,Tuesday,snacks,6202,5680
2028-02-08,Tuesday,dinner,9713,8767
2028-02-09,Wednesday,breakfast,7794,6865
2028-02-09,Wednesday,lunch,8810,8277
2028-02-09,Wednesday,snacks,5796,5161
2028-02-09,Wednesday,dinner,10123,9606
2028-02-10,Thursday,breakfast,8331,7533
2028-02-10,Thursday,lunch,8660,7783
2028-02-10,Thursday,snacks,6419,5887
2028-02-10,Thursday,dinner,10223,9573
2028-02-11,Friday,breakfast,7535,6743
2028-02-11,Friday,lunch,9246,8955
2028-02-11,Friday,snacks,5898,5634
2028-02-11,Friday,dinner,8795,7800
2028-02-12,Saturday,breakfast,4194,3764
2028-02-12,Saturday,lunch,5130,4681
2028-02-12,Saturday,snacks,3105,2995
2028-02-12,Saturday,dinner,5341,4809
2028-02-13,Sunday,breakfast,4587,4084
2028-02-13,Sunday,lunch,5103,4774
2028-02-13,Sunday,snacks,3320,3207
2028-02-13,Sunday,dinner,5259,5056
2028-02-14,Monday,breakfast,7453,6691
2028-02-14,Monday,lunch,9604,9266
2028-02-14,Monday,snacks,5649,5260
2028-02-14,Monday,dinner,9746,9293
2028-02-15,Tuesday,breakfast,8257,7776
2028-02-15,Tuesday,lunch,9609,9037
2028-02-15,Tuesday,snacks,6409,5920
2028-02-15,Tuesday,dinner,9888,9498
2028-02-16,Wednesday,breakfast,8325,7947
2028-02-16,Wednesday,lunch,8857,7811
2028-02-16,Wednesday,snacks,6050,5609
2028-02-16,Wednesday,dinner,10191,9724
2028-02-17,Thursday,breakfast,8443,7968
2028-02-17,Thursday,lunch,9128,8494
2028-02-17,Thursday,snacks,6114,5423
2028-02-17,Thursday,dinner,9614,8828
2028-02-18,Friday,breakfast,8156,7206
2028-02-18,Friday,lunch,8663,8055
2028-02-18,Friday,snacks,5681,5165
2028-02-18,Friday,dinner,9132,8301
2028-02-19,Saturday,breakfast,4649,4126
2028-02-19,Saturday,lunch,4910,4321
2028-02-19,Saturday,snacks,3110,2833
2028-02-19,Saturday,dinner,5131,4969
2028-02-20,Sunday,breakfast,4227,4087
2028-02-20,Sunday,lunch,4875,4642
2028-02-20,Sunday,snacks,3447,3158
2028-02-20,Sunday,dinner,4973,4726
2028-02-21,Monday,breakfast,8566,7925
2028-02-21,Monday,lunch,9135,8507
2028-02-21,Monday,snacks,6406,5876
2028-02-21,Monday,dinner,9480,8356
2028-02-22,Tuesday,breakfast,8246,7462
2028-02-22,Tuesday,lunch,9120,8291
2028-02-22,Tuesday,snacks,6104,5803
2028-02-22,Tuesday,dinner,10076,9258
2028-02-23,Wednesday,breakfast,7698,7117
2028-02-23,Wednesday,lunch,8568,7975
2028-02-23,Wednesday,snacks,5750,5236
2028-02-23,Wednesday,dinner,9406,8915
2028-02-24,Thursday,breakfast,7678,7023
2028-02-24,Thursday,lunch,9622,8631
2028-02-24,Thursday,snacks,5718,5444
2028-02-24,Thursday,dinner,9986,9466
2028-02-25,Friday,breakfast,8270,7934
2028-02-25,Friday,lunch,8480,7468
2028-02-25,Friday,snacks,5774,5503
2028-02-25,Friday,dinner,9656,9076
2028-02-26,Saturday,breakfast,4644,4142
2028-02-26,Saturday,lunch,5324,4701
2028-02-26,Saturday,snacks,3370,3030
2028-02-26,Saturday,dinner,5581,4964
2028-02-27,Sunday,breakfast,4401,4050
2028-02-27,Sunday,lunch,4767,4368
2028-02-27,Sunday,snacks,3343,2976
2028-02-27,Sunday,dinner,5487,5015
2028-02-28,Monday,breakfast,7545,6884
2028-02-28,Monday,lunch,8943,7872
2028-02-28,Monday,snacks,6396,6029
2028-02-28,Monday,dinner,9989,9270
2028-02-29,Tuesday,breakfast,8195,7361
2028-02-29,Tuesday,lunch,8931,8504
2028-02-29,Tuesday,snacks,6094,5456
2028-02-29,Tuesday,dinner,9302,8515
2028-03-01,Wednesday,breakfast,7826,7328
2028-03-01,Wednesday,lunch,9000,8041
2028-03-01,Wednesday,snacks,6422,5696
2028-03-01,Wednesday,dinner,9548,8962
2028-03-02,Thursday,breakfast,8035,7732
2028-03-02,Thursday,lunch,9632,9079
2028-03-02,Thursday,snacks,6055,5640
2028-03-02,Thursday,dinner,9225,8601
2028-03-03,Friday,breakfast,8504,8084
2028-03-03,Friday,lunch,8892,8018
2028-03-03,Friday,snacks,6300,5810
2028-03-03,Friday,dinner,9220,8577
2028-03-04,Saturday,breakfast,4432,4144
2028-03-04,Saturday,lunch,5242,4796
2028-03-04,Saturday,snacks,3249,3084
2028-03-04,Saturday,dinner,5491,4881
2028-03-05,Sunday,breakfast,4270,4048
2028-03-05,Sunday,lunch,5262,5065
2028-03-05,Sunday,snacks,3497,3157
2028-03-05,Sunday,dinner,5420,4924
2028-03-06,Monday,breakfast,7790,7309
2028-03-06,Monday,lunch,8907,8337
2028-03-06,Monday,snacks,6149,5703
2028-03-06,Monday,dinner,8861,8402
2028-03-07,Tuesday,breakfast,8374,7488
2028-03-07,Tuesday,lunch,9700,9331
2028-03-07,Tuesday,snacks,5663,5290
2028-03-07,Tuesday,dinner,9892,9102
2028-03-08,Wednesday,breakfast,7770,7020
2028-03-08,Wednesday,lunch,9320,9030
2028-03-08,Wednesday,snacks,6069,5871
2028-03-08,Wednesday,dinner,10044,8894
2028-03-09,Thursday,breakfast,8484,8140
2028-03-09,Thursday,lunch,9710,8858
2028-03-09,Thursday,snacks,5889,5471
2028-03-09,Thursday,dinner,9414,8435
2028-03-10,Friday,breakfast,8396,7698
2028-03-10,Friday,lunch,8293,7561
2028-03-10,Friday,snacks,5741,5054
2028-03-10,Friday,dinner,8984,8119
2028-03-11,Saturday,breakfast,4228,4067
2028-03-11,Saturday,lunch,5149,4563
2028-03-11,Saturday,snacks,3401,3120
2028-03-11,Saturday,dinner,5023,4747
2028-03-12,Sunday,breakfast,4616,4346
2028-03-12,Sunday,lunch,5198,4743
2028-03-12,Sunday,snacks,3160,2939
2028-03-12,Sunday,dinner,4960,4723
2028-03-13,Monday,breakfast,8518,7743
2028-03-13,Monday,lunch,9521,9039
2028-03-13,Monday,snacks,6098,5493
2028-03-13,Monday,dinner,9524,8638
2028-03-14,Tuesday,breakfast,8395,7411
2028-03-14,Tuesday,lunch,8538,8200
2028-03-14,Tuesday,snacks,5577,4960
2028-03-14,Tuesday,dinner,9327,8312
2028-03-15,Wednesday,breakfast,7684,7126
2028-03-15,Wednesday,lunch,8897,8351
2028-03-15,Wednesday,snacks,5688,5085
2028-03-15,Wednesday,dinner,8929,8017
2028-03-16,Thursday,breakfast,7765,7049
2028-03-16,Thursday,lunch,9133,8728
2028-03-16,Thursday,snacks,5625,5213
2028-03-16,Thursday,dinner,9940,9213
2028-03-17,Friday,breakfast,8188,7550
2028-03-17,Friday,lunch,9404,8965
2028-03-17,Friday,snacks,5880,5208
2028-03-17,Friday,dinner,9412,8391
2028-03-18,Saturday,breakfast,4632,4259
2028-03-18,Saturday,lunch,5057,4712
2028-03-18,Saturday,snacks,3530,3320
2028-03-18,Saturday,dinner,5123,4710
2028-03-19,Sunday,breakfast,4751,4247
2028-03-19,Sunday,lunch,4691,4424
2028-03-19,Sunday,snacks,3168,2835
2028-03-19,Sunday,dinner,5465,5278
2028-03-20,Monday,breakfast,8523,7979
2028-03-20,Monday,lunch,9426,9053
2028-03-20,Monday,snacks,6254,5890
2028-03-20,Monday,dinner,8858,8211
2028-03-21,Tuesday,breakfast,7984,7175
2028-03-21,Tuesday,lunch,8661,7735
2028-03-21,Tuesday,snacks,6410,6178
2028-03-21,Tuesday,dinner,8802,8387
2028-03-22,Wednesday,breakfast,8523,7732
2028-03-22,Wednesday,lunch,9639,8728
2028-03-22,Wednesday,snacks,6275,6059
2028-03-22,Wednesday,dinner,9324,8892
2028-03-23,Thursday,breakfast,8141,7450
2028-03-23,Thursday,lunch,8456,7842
2028-03-23,Thursday,snacks,6438,5887
2028-03-23,Thursday,dinner,9281,8827
2028-03-24,Friday,breakfast,8630,7974
2028-03-24,Friday,lunch,8835,7900
2028-03-24,Friday,snacks,5526,5222
2028-03-24,Friday,dinner,9134,8360
2028-03-25,Saturday,breakfast,4193,4063
2028-03-25,Saturday,lunch,5143,4731
2028-03-25,Saturday,snacks,3502,3237
2028-03-25,Saturday,dinner,5402,5110
2028-03-26,Sunday,breakfast,4272,4013
2028-03-26,Sunday,lunch,5173,4817
2028-03-26,Sunday,snacks,3046,2901
2028-03-26,Sunday,dinner,5453,4941
2028-03-27,Monday,breakfast,7601,7280
2028-03-27,Monday,lunch,9395,9014
2028-03-27,Monday,snacks,5886,5393
2028-03-27,Monday,dinner,9689,9235
2028-03-28,Tuesday,breakfast,7877,6971
2028-03-28,Tuesday,lunch,9447,8986
2028-03-28,Tuesday,snacks,6295,5628
2028-03-28,Tuesday,dinner,9571,8636
2028-03-29,Wednesday,breakfast,8192,7448
2028-03-29,Wednesday,lunch,8594,8135
2028-03-29,Wednesday,snacks,6291,5973
2028-03-29,Wednesday,dinner,9116,8330
2028-03-30,Thursday,breakfast,7883,7583
2028-03-30,Thursday,lunch,8382,7830
2028-03-30,Thursday,snacks,6128,5446
2028-03-30,Thursday,dinner,10077,8973
2028-03-31,Friday,breakfast,8146,7203
2028-03-31,Friday,lunch,9004,8620
2028-03-31,Friday,snacks,5614,5324
2028-03-31,Friday,dinner,9284,8417
2028-04-01,Saturday,breakfast,4389,3961
2028-04-01,Saturday,lunch,4798,4417
2028-04-01,Saturday,snacks,3048,2869
2028-04-01,Saturday,dinner,5161,4702
2028-04-02,Sunday,breakfast,4100,3657
2028-04-02,Sunday,lunch,4692,4302
2028-04-02,Sunday,snacks,3175,2867
2028-04-02,Sunday,dinner,4821,4261
2028-04-03,Monday,breakfast,8167,7743
2028-04-03,Monday,lunch,9621,9203
2028-04-03,Monday,snacks,6064,5717
2028-04-03,Monday,dinner,10088,9115
2028-04-04,Tuesday,breakfast,8285,7888
2028-04-04,Tuesday,lunch,9148,8446
2028-04-04,Tuesday,snacks,6124,5850
2028-04-04,Tuesday,dinner,9948,8999
2028-04-05,Wednesday,breakfast,8210,7257
2028-04-05,Wednesday,lunch,9114,8624
2028-04-05,Wednesday,snacks,6410,6174
2028-04-05,Wednesday,dinner,9709,8630
2028-04-06,Thursday,breakfast,7432,6826
2028-04-06,Thursday,lunch,8302,7672
2028-04-06,Thursday,snacks,5763,5337
2028-04-06,Thursday,dinner,10021,9062
2028-04-07,Friday,breakfast,8056,7267
2028-04-07,Friday,lunch,8913,7980
2028-04-07,Friday,snacks,6204,5971
2028-04-07,Friday,dinner,8857,8435
2028-04-08,Saturday,breakfast,4647,4098
2028-04-08,Saturday,lunch,4608,4238
2028-04-08,Saturday,snacks,3420,3085
2028-04-08,Saturday,dinner,5199,4644
2028-04-09,Sunday,breakfast,4323,3983
2028-04-09,Sunday,lunch,5126,4881
2028-04-09,Sunday,snacks,3499,3188
2028-04-09,Sunday,dinner,5100,4771
2028-04-10,Monday,breakfast,8227,7553
2028-04-10,Monday,lunch,9446,8825
2028-04-10,Monday,snacks,5613,5405
2028-04-10,Monday,dinner,8821,7904
2028-04-11,Tuesday,breakfast,7790,6872
2028-04-11,Tuesday,lunch,9238,8723
2028-04-11,Tuesday,snacks,5627,5182
2028-04-11,Tuesday,dinner,9564,9089
2028-04-12,Wednesday,breakfast,7624,6916
2028-04-12,Wednesday,lunch,9550,8947
2028-04-12,Wednesday,snacks,6327,5740
2028-04-12,Wednesday,dinner,9413,8420
2028-04-13,Thursday,breakfast,8596,7714
2028-04-13,Thursday,lunch,8294,7785
2028-04-13,Thursday,snacks,5587,5230
2028-04-13,Thursday,dinner,8814,7782
2028-04-14,Friday,breakfast,8313,7426
2028-04-14,Friday,lunch,8456,7558
2028-04-14,Friday,snacks,5934,5410
2028-04-14,Friday,dinner,8987,8180
2028-04-15,Saturday,breakfast,4110,3888
2028-04-15,Saturday,lunch,5200,4880
2028-04-15,Saturday,snacks,3056,2942
2028-04-15,Saturday,dinner,5138,4960
2028-04-16,Sunday,breakfast,4721,4159
2028-04-16,Sunday,lunch,4846,4556
2028-04-16,Sunday,snacks,3183,3083
2028-04-16,Sunday,dinner,5600,5049
2028-04-17,Monday,breakfast,7881,7368
2028-04-17,Monday,lunch,9406,8683
2028-04-17,Monday,snacks,6432,6159
2028-04-17,Monday,dinner,9938,8811
2028-04-18,Tuesday,breakfast,8087,7691
